일자,언론사,기고자,제목
20140327,충청투데이,김홍민 기자,박근혜 대통령 “北 도발시 응징”
20140327,충청투데이,김홍민,박근혜 대통령 “北 도발시 응징”
20140327,충청투데이,김홍민 기자,박 대통령 “언제든지 남북 정상회담 가능”
20140327,아시아경제,김민영,박 대통령이 통일 독트린 발표하는 드레스덴은 어떤 도시?
20140327,강원일보,,박 대통령-메르켈 독일 총리 회담 통일협력 논의
20140327,파이낸셜뉴스,이유범,"박근혜 대통령, 독일 국빈방문으로 협약 체결"
20140327,파이낸셜뉴스,"정인홍
기자",[박 대통령 네덜란드 독일 순방] 통일대박론-통독 경험 공유.. ‘닮은꼴’ 두 정상 통일로 통하다
20140327,아시아경제,김민영,박 대통령이 만나는 겐셔 전 장관은 누구?
20140327,한국일보,송용창,[박근혜 대통령 독일 방문] 50년 전 '아버지의 길' 따라 통일의 길을 찾는다
20140327,한국일보,송용창,[박근혜 대통령 독일 방문] 늦은 밤 이례적 예포 대통령실장 영접 독일의 극진 예우
20140327,한국일보,송용창,[박근혜 대통령 독일 방문] 아버지가 아우토반 제철소 구상한 나라에서 딸은 '히든 챔피언' 강소기업 육성방안 주목
20140327,한국일보,송용창,[박근혜 대통령 독일 방문] 1964년 부모는 '분단의 아픔'을 보고 2014년에 딸은 '통일의 미래'를 보다
20140327,내일신문,엄경용,"[박 대통령-메르켈 총리 기자회견] 박 ""독일 산학연 강소기업 연구"""
20140327,내일신문,엄경용,"[박 대통령-메르켈 독일 총리 정상회담] ""독일, 과거사 반성 통해 주변국 신뢰 확보"""
20140327,내일신문,엄경용,"박 대통령 ""독일은 한반도 평화통일 모델"""
20140327,헤럴드경제,기자,<사설> ‘통일 대박’ 현장에 선 박근혜 대통령
20140327,중부일보,연합뉴스,"정부, 박 대통령 '끝장토론' 일주일만에 가시적 성과"
20140327,디지털타임스,정용철,"박 대통령 ""독일 기업투자, 남북 통일에 기여할 것"""
20140327,디지털타임스,이호승,"박 대통령-메르켈 총리 회담, 교역ㆍ투자 확대 방안 등 논의"
20140327,충청일보,충청일보,박근혜 대통령 독일 방문의 의미
20140327,매일경제,,베른린장벽 방문한 박근혜대통령
20140327,매일경제,,베를린장벽 걸어가는 박근혜대통령
20140327,중앙일보,신용호.정용수,"박 대통령 오바마 악수한 순간  북, 노동미사일 2발 동해 발사"
20140327,중앙일보,박승희.신용호.변선구,"아베, 한국말로 ""반갑스무니다""  박 대통령 무표정"
20140327,매일경제,,"북한, 박 대통령에 대놓고 `방구석 아낙네` 등 원색적 비난"
20140327,매일경제,,"북, 박 대통령 실명 비난 정부 ""중대한 합의 위반"""
20140327,한라일보,이현숙기자 hslee@ihalla.com,"새누리 도당, ""박 대통령 4 3추념식 참석 실현할 것"""
20140327,세계일보,박태훈,"박 대통령, ""휴전선 무너지는 날 반드시 올 것"""
20140327,매일경제,,"""휴전선 무너지는 날 올 것"" 박 대통령 베를린 통일 순례"
20140327,매일경제,,"박근혜 대통령, 베를린 브란덴부르크문(門) 방문"
20140327,파이낸셜뉴스,,[박 대통령 네덜란드 독일 순방] 50년을 잇는 부녀 대통령의 통일의지
20140327,파이낸셜뉴스,,[박 대통령 네덜란드 독일 순방] 한-독 여성 정상 ‘통일’ 머리맞댄다
20140326,아주경제,주진,"박근혜 대통령 ""강력한 안보 뒷받침없는 평화는 사상누각"""
20140326,아주경제,주진,"박근혜 대통령, '통독의 상징' 브란덴부르크문 찾는다"
20140326,아주경제,주진,"박근혜 대통령, 국빈 방문지 독일 안착 '통일 행보' 시작"
20140326,아주경제,주진,"아베 총리, 박근혜 대통령과 첫대면 서툰 한국어로 ""만나서 반갑습니다"""
20140326,세계일보,박태훈,"박 대통령, 국빈자격으로 독일 방문"
20140326,세계일보,박태훈,박 대통령 감기몸살로 반기문 총장 면담 등 몇 몇 일정 취소
20140326,중도일보,,박근혜 대통령 “북핵 반드시 폐기돼야”
20140326,중도일보,,"박 대통령, “북핵 반드시 폐기돼야”"
20140326,서울신문,김채현,"아베 한국말, 서툰 한국말로 박 대통령에게 인사 ‘오바마 지켜본다?’"
20140326,매일경제,이슈팀,"아베 한국말, 박근혜 대통령에 “만나서 반갑습니다”"
20140326,매일경제,,[한국 100대 CEO]김동녕 한세예스24홀딩스 회장 | 박근혜 대통령이 ‘고맙다’네요
20140326,매일경제,,박 대통령 만나는 獨대통령 `독특한 이력` 눈길
20140326,매일경제,,"박 대통령, 獨 메르켈 총리와 14년 친분 화제"
20140326,매일경제,,"박 대통령, 국빈방문차 베를린 도착 `통일행보` 들어가"
20140326,강원도민일보,김인호,[지방신문 공동칼럼] ‘만기친람’과 박근혜 대통령
20140326,경남도민일보,정운현 언론인,[도민춘추]'만기친람'과 박근혜 대통령
20140326,경향신문,,아베 “반갑스무니다” 한국어 인사에 박 대통령 “ ”
20140326,국제신문,배재한,33판용/1면 사진설명=박근혜 대통령 사진설명
20140326,국제신문,,박 대통령-아베 취임 후 첫 만남
20140326,부산일보,송현수,독일 도착 박 대통령 '통일행보' 돌입
20140326,서울경제,,박 대통령 강행군에 몸살  국왕 만찬 참석 못해
20140326,헤럴드경제,원호연 기자,한국말로 “반갑습니다” 인사한 아베 박 대통령 의자 빼준 젠틀맨 오바마
20140326,한국일보,김이삭,"[박근혜 대통령 독일 방문] 서독, 동유럽과 관계 개선 통해 신뢰 구축 국제사회 지지 얻어"
20140326,한국일보,김이삭,[박근혜 대통령 독일 방문] 지난 20년간 동독에 3000조원 이상 투입 사회보장비용 급증 결국 세금 더 걷어
20140326,한국일보,송용창,"[핵안보 정상회의] 박 대통령, 북핵 이슈 주도 G7은 우크라이나 해법에 집중"
20140326,한국일보,김광수,[핵안보 정상회의] 처음 마주앉는 박 대통령-아베 성과보다 표정 제스처에 이목 집중
20140326,한겨레,,‘몸살’ 난 박대통령 5개 일정 줄줄이 취소
20140326,중앙일보,,"아베 한국말 솜씨 박대통령에게 선보여 ""반응은 싸늘"""
20140326,중앙일보,,"아베 한국말,박근혜 대통령에게 ""만나서 반갑습니다""하자 박 대통령 표정이 "
20140326,중앙일보,신용호.유지혜.변선구,처음 마주앉은 박 대통령 아베  북핵은 손잡다
20140326,중앙일보,,[브리핑] 박 대통령 비방 혐의 안도현씨 무죄
20140326,중앙일보,신용호,박 대통령 몸살  링거 맞고 한 미 일 정상회담 준비
20140326,매일경제,,"[속보] 안철수 ""박 대통령에게 약속 지켜달라 당부하고 싶다"""
20140326,매일경제,,"일본 언론 ""박 대통령 역사문제 거론 안 해 오바마 배려한 듯"""
20140326,매일경제,,"박 대통령, 천안함 4주기 맞아 ""안보 없는 평화는 사상누각"""
20140326,세계일보,박태훈,"준비된 아베, ""반갑스무니다""한국말로 박 대통령에게 인사"
20140326,세계일보,박수찬,"박 대통령 ""통일의 길 열려면 굳건한 국방 토대 필요"""
20140326,매일경제,,"아베 총리, 박 대통령에 서툰 한국말로 인사 박 대통령 반응은"
20140326,경인일보,정의종,"박근혜 대통령 호주 총리, 내달 8일 정상회담"
20140326,매일경제,,"`한미일 정상회담 개최` 박 대통령 ""북핵단합대응 중요 3국간 공조 요구"""
20140325,아주경제,이명철,"네덜란드 강행군 박근혜 대통령, 몸살로 네덜란드 만찬 취소"
20140325,아주경제,이명철,"박근혜 대통령 “핵비확산, 원자력 평화 이용 위한 협력 과제 많아”"
20140325,아주경제,주진,"박근혜 대통령 ""남북정상회담 열려면 북한 핵문제 해결이 의제 돼야"""
20140325,아주경제,주진,"박근혜 대통령, '아버지의 이름으로' 반세기 만에 독일 방문"
20140325,아주경제,주진,"박근혜 대통령, 내달 8일 방한 호주 총리와 정상회담"
20140325,아주경제,주진,"박근혜 대통령, 핵안보정상회의 공식만찬 불참 왜?"
20140325,아주경제,주진,"박근혜 대통령, 네덜란드 국왕 오찬에 참석"
20140325,아주경제,주진,"박근혜 대통령 ""핵무기없는 세상, 한반도서 시작돼야"""
20140325,광주매일신문,경남도민일보 제공,[전국지방 5개사 공동칼럼] ‘만기친람’과 박근혜 대통령
20140325,전북일보,위병기,"박 대통령, 中과 北 비핵화 협력 공감대"
20140325,매일경제,,"박 대통령, 핵안보 정상회의 공식 기념촬영"
20140325,매일경제,,"박 대통령, 핵안보 정상회의 공식 기념촬영"
20140325,매일경제,,"박 대통령, 핵안보 정상회의 공식 기념촬영"
20140325,머니투데이,김익태|기자,"박 대통령, 몸살감기로 네덜란드 국왕 만찬 불참"
20140325,국민일보,김용권,"정의구현 전주교구사제단, 박 대통령 사퇴 거듭 촉구"
20140325,국민일보,속보유저,"10년 인연 박 대통령 아베, 3월 25일 관계개선 실마리 풀까"
20140325,경향신문,박용근,"정의구현 전주교구사제단, 불법선거 규탄 박 대통령 사퇴 거듭 촉구"
20140325,경향신문,,[사설]박 대통령의 신중치 못한 ‘영변 핵 재앙’ 발언
20140325,경향신문,유신모,박 대통령 “영변 화재 땐 체르노빌보다 더 큰 재앙” 발언 과학적 근거 없어
20140325,경향신문,안홍욱,[핵안보정상회의 폐막]박 대통령 몸살 네덜란드 국왕 만찬 불참
20140325,경향신문,서의동,"박 대통령, 이준 열사 순국 ‘통한의 땅’서 107년 만에 정상 연설"
20140325,한국경제,,"박근혜 대통령, 방통위 신임 상임위원에 이기주 한국인터넷진흥원장 내정"
20140325,한국경제,,"박 대통령, 몸살기로 네덜란드 국왕 만찬 불참"
20140325,국제신문,배재한,1면 사진설명=박근혜 대통령
20140325,국제신문,배재한,1면 사진설명=박 대통령 연설
20140325,서울경제,,박근혜대통령 강행군에 몸살 국왕 만찬 참석 못해
20140325,서울경제,,"박 대통령 ""남북정상회담 필요하면 할 수 있다"""
20140325,매일경제,,가운데 선 박근혜대통령
20140325,강원일보,,박 대통령 “핵무기 없는 세상 비전 한반도에서 시작돼야”
20140325,파이낸셜뉴스,"정인홍
기자",[박 대통령 네덜란드 독일 순방] 핵안보정상회의 전 현 의장국간 교류협력 강화 논의
20140325,파이낸셜뉴스,"정인홍
기자",[박 대통령 네덜란드 독일 순방] 박 대통령 ‘핵무기 없는 세상’ 비전 제시
20140325,한국일보,송용창,[핵안보 정상회의] 몸살 난 박근혜 대통령 국왕 주최 만찬 불참
20140325,한국일보,송용창,"중국과 '6자 재개' 논의 박근혜 대통령, 통일외교 시동"
20140325,한국일보,,[핵안보 정상회의] 몸살 난 박근혜 대통령 국왕 만찬ㆍ폐막식 불참
20140325,한국일보,송용창,"[핵안보정상회의] 박근혜 대통령 ""핵 없는 세상은 한반도에서 시작돼야"" 북핵 공조 강조"
20140325,한국일보,김광수,"[핵안보정상회의] 박 대통령, 네덜란드 국왕과 단독오찬 이유는"
20140325,한국일보,김광수,"[한중 정상회담] 시진핑 ""北설득 노력 중"" 박 대통령, 北 사전조치에 유연 6자회담 재개 탄력받나"
20140325,내일신문,엄경용,박 대통령 '몸살'  국왕 만찬 불참
20140325,한겨레,석진환,"‘북핵 해결’ 시급성 강조 박대통령, 국제사회에 직접 호소"
20140325,한겨레,,"[단독] 채동욱 찍어내기, 박 대통령 최측근이 기획 지휘 가능성"
20140325,한겨레,,박 대통령 “핵무기 없는 세상 한반도서 시작돼야”
20140325,중앙일보,김현기,"시진핑 ""박 대통령 희망대로 광복군 표지석 곧 준공"""
20140325,중앙일보,신용호,"BMW 방탄차, 국왕과 오찬  박 대통령 특급의전"
20140325,세계일보,,"박지성, 박근혜 대통령 오찬 자리 초청 ""매우 특별한 경험"""
20140325,파이낸셜뉴스,,[박 대통령 네덜란드 독일 순방] 시진핑 “북핵 확실히 반대.. 北 설득중”
20140325,경기일보,박용준 기자,"새누리당 조용균 부평구청장 예비후보, 박근혜 대통령 및 유력정치인과 친분 과시"
20140324,아주경제,주진,박근혜 대통령에게 '방탄차량' 제공 네덜란드 '특별대우' 눈길
20140324,아주경제,주진,"박근혜 대통령, 오늘밤 핵안보정상회의 개회식 선도연설 북핵 국제공조 강조"
20140324,아주경제,주진,"박근혜 대통령, 북한인권 관련 중국에 거부권 행사 자제 요청"
20140324,전자신문,,"[사설]박 대통령, 독일에서 `제조업 2.0` 구상 구체화 하길"
20140324,아시아경제,신범수,박대통령-네덜란드 국왕 오찬에 히딩크 박지성도 참석
20140324,세계일보,박태훈,"한중 정상회담 , 박 대통령 ""광복군 표지석 설치 희망""-시진핑 ""곧 준공될 것"""
20140324,세계일보,박태훈,"박 대통령, 北 비핵화에 빈틈없는 공조와 '北 인권보고서'에 中 거부권 행사 않길 희망"
20140324,중도일보,"남정민
기자",박 대통령 내달 충무공 다례제 올까
20140324,중도일보,남정민,박 대통령 내달 충무공 다례제 올까
20140324,중도일보,원영미,네덜란드 독일 순방길 오른 박대통령 박근혜 대통령이 제3차 핵안보정상회의가 열리는 네덜란드와 독일 국빈방문을 위해 23일 경기도 성남시 서울공항을 통해 출국하며 황우여 새누리당 ...
20140324,중도일보,"김대중
기자","박 대통령, 24일 한ㆍ중, 25일 한미일 정상회담"
20140324,서울신문,,"[박대통령 네덜란드 독일 순방] ‘드레스덴 독트린’ 대북 제안 수위, DJ ‘베를린 선언’ 넘을까"
20140324,서울신문,김미경,[박대통령 네덜란드 독일 순방] “한국의 타협으로 미일과 북핵 협력 가능해졌다”
20140324,서울신문,,[박대통령 네덜란드 독일 순방] 24일 한 중회담 등 정상간 양자회담만 250회 외교 ‘빅 이벤트’
20140324,매일경제,,박근혜대통령 네델란드 도착
20140324,매일경제,,박근혜대통령 네델란드 도착
20140324,매일경제,김성철,"[헤이그] 박 대통령, 잠시 후 핵안보 정상회의 개막 연설"
20140324,매일경제,김성철,박 대통령 네덜란드 도착 한 중 정상회담 개최
20140324,매일경제,,"박 대통령 ""중, 북한인권결의안에 거부권 말아야"""
20140324,매일경제,김성철,박 대통령 네덜란드 도착 한 중 정상회담 개최
20140324,매일경제,,"박 대통령, 네덜란드 총리와 정상회담 ""농식품 원예 생명과학 등 협력"""
20140324,머니투데이,헤이그(네덜란드)=김익태|기자,박 대통령의 '균형외교' 한미일 앞서 中 먼저 만나
20140324,울산매일,노컷뉴스,"박 대통령의 '숨은실세', 박지만을 미행?"
20140324,강원도민일보,이수영,박 대통령 ‘북핵 통일’ 순방외교
20140324,강원도민일보,남궁창성,박 대통령-시 주석 24일 새벽 북핵논의
20140324,경남도민일보,조현열,하성식 함안군수 박 대통령에 쓴소리
20140324,국민일보,남혁상,"박 대통령 시 주석 양자회담 한 중 발전 방안, 북핵 논의"
20140324,경향신문,,[사설]박 대통령의 신중치 못한 ‘영변 핵 재앙’ 발언
20140324,경향신문,유신모,박 대통령 “영변 화재 땐 체르노빌보다 더 큰 재앙” 국제 망신 발언
20140324,경향신문,정환보,“박 대통령 측근 정윤회씨가 박지만씨 미행 지시했다”
20140324,중부매일,문영호 기자,"박 대통령, 이순신 행사 올까"
20140324,중부매일,문영호,"박 대통령, 이순신 행사 올까"
20140324,서울경제,,국왕과 단독 오찬에 방탄차 제공까지 네덜란드에겐 특별한 박근혜대통령
20140324,서울경제,,"네덜란드, 박대통령에게 방탄차량 제공 등 특별대우"
20140324,서울경제,,"""13억 인구 중국대륙을 새 내수시장으로"" 박 대통령, 퀀텀점프 의지 내비쳐"
20140324,헤럴드경제,홍성원 기자,드레스덴엔 통일의 기운이 박근혜 대통령도 이어 받는다
20140324,헤럴드경제,홍성원 기자,박 대통령과 네덜란드는 깊은 인연 네덜란드 박 대통령에 오바마급 예우
20140324,헤럴드경제,[헤럴드경제= 정태일 기자] 기자,민주당 박원순 지원사격 대통령이 파기한 약속 박 시장은 지켰다
20140324,KBS,송창언,박 대통령 “한반도 비핵화 세계 시범 사업으로”
20140324,충청투데이,이봉,"박근혜 대통령, 이순신 탄신행사 오려나"
20140324,충청투데이,이봉 기자,"박근혜 대통령, 이순신 탄신행사 오려나"
20140324,경인일보,정의종,"박근혜 대통령, 네덜란드 독일 순방길"
20140324,파이낸셜뉴스,김미희,[박 대통령 네덜란드 독일 순방] 박 대통령 독일 방문.. ‘개성공단 국제화’ 신호탄 되나?
20140324,파이낸셜뉴스,김미희,[박 대통령 네덜란드 독일 순방] 개성공단 국제화 힘받는다
20140324,파이낸셜뉴스,"정인홍
기자",[박 대통령 네덜란드 독일 순방] 새만금 4대강 경험 토대 ‘제3국 공동진출’ 합의
20140324,파이낸셜뉴스,이유범,[박 대통령 네덜란드 독일 순방] 답보상태 ‘한 중 FTA’ 속도낼까
20140324,파이낸셜뉴스,이유범,[박 대통령 네덜란드 독일 순방] 답보상태 ‘한 중 FTA’ 속도낼까
20140324,머니투데이,헤이그(네덜란드)=김익태|기자,"박 대통령 ""한중미 6자회담 대표, 대화 재개 노력"""
20140324,내일신문,엄경용,"박 대통령, 네덜란드 '각별한 인연'"
20140324,내일신문,엄경용,"[박 대통령, 네덜란드 방송 NOS와 인터뷰] ""중국, 북 인권결의안 거부권 안돼"""
20140324,한겨레,,박대통령-시진핑 “6자회담 재개 모색”
20140324,한겨레,김규원,"박대통령 시진핑, 헤이그서 북핵 등 논의"
20140324,한겨레,석진환,"박 대통령, 네덜란드 총리와 경제협력 논의 국왕과 단독 오찬 방탄차 제공 등 대접 각별"
20140324,매일경제,,"박근혜 대통령, 마크 루터 네덜란드 총리와 회담"
20140324,매일경제,,"박근혜 대통령, 마크 루터 네덜란드 총리와 회담"
20140324,매일경제,,"박근혜 대통령, 마크 루터 네덜란드 총리와 회담"
20140324,매일경제,,"박근혜 대통령, 마크 루터 네덜란드 총리와 회담"
20140324,매일경제,진현철,"SBS `신의 선물`, 15분 일찍 방송 박 대통령 연설 생중계 때문"
20140324,중앙일보,서승욱.정원엽.변선구,시진핑 배려하는 박 대통령  아베보다 먼저 만났다
20140324,중앙일보,유지혜,박 대통령 '드레스덴 기적' 현장 찾아  남북 모두에게 '통일은 기회' 메시지
20140324,매일경제,,"""김정은, 북 인권 책임져야"" 박 대통령 ""중국, 도와달라"""
20140324,매일경제,,"박근혜대통령, 한,중 정상회담"
20140324,매일경제,,"박근혜대통령, 한,중 정상회담"
20140324,매일경제,,"박근혜대통령, 한,중 정상회담"
20140324,매일경제,,"박 대통령 ""한반도 비핵화 세계 공동대응해야"""
20140324,세계일보,,[사설] ‘북한 비핵화’ 불씨 살린 박 대통령과 시 주석
20140324,매일경제,배윤경,"박 대통령, 핵안보정상회의 참석 중국과 정상회담 시작"
20140324,파이낸셜뉴스,,"[박 대통령 네덜란드 독일 순방] 박대통령 “中, 북핵 차단 보장땐 北과 대화 재개 모색”"
20140324,파이낸셜뉴스,,[박 대통령 네덜란드 독일 순방] 박 대통령 네덜란드서 ‘방탄차 제공 오찬 초대’ 극진한 대접 받아
20140324,파이낸셜뉴스,,[박 대통령 네덜란드 독일 순방] 4번의 만남 통해 신뢰 쌓아.. ‘한반도 통일’ 공감대 형성
20140324,파이낸셜뉴스,,[박 대통령 네덜란드 독일 순방] 4번의 만남 통해 신뢰 쌓아.. ‘한반도 통일’ 공감대 형성
20140324,경기일보,김미경 기자,송 시장 “박 대통령과 초당적 협력 인천 미래 윈윈”
20140323,아주경제,이병욱,"여야, 박 대통령 순방에 온도차 ""성과 기원"" vs ""내치 먼저"""
20140323,아주경제,김봉철,"?박근혜 대통령, 네덜란드 독일 순방출국 내일 한중정상회담 (종합)"
20140323,아주경제,주진,"박근혜 대통령, 네덜란드ㆍ독일 순방 위해 오늘 오전 출국"
20140323,아주경제,주진,"박근혜 대통령, 헤이그 도착 후 시진핑 중국 국가주석과 정상회담"
20140323,세계일보,세계파이낸스 뉴스팀,박 대통령 네덜란드 독일 순방출국 내일 한 중 정상회담
20140323,전북도민일보,강성주 기자,"박 대통령, 네덜란드 독일 순방 출국"
20140323,매일경제,,"박 대통령, 네덜란드 독일 순방차 출국 25일 한미일 정상회담"
20140323,매일경제,,"박 대통령, 네덜란드 독일 순방차 출국 25일 한미일 정상회담"
20140323,매일경제,,"박 대통령, 네덜란드 독일 순방차 출국 25일 한미일 정상회담"
20140323,헤럴드경제,신대원 기자,"與野, 박 대통령 ‘순방선물’에 엇갈린 기대"
20140323,머니투데이,김익태|기자,"박 대통령, 네덜란드독일 순방 키워드 '핵 통일'"
20140323,경향신문,정환보,“박 대통령 측근 정윤회씨가 박지만씨 미행 지시했다”
20140323,한국경제,,박 대통령 네덜란드 독일 순방출국 '통일독트린' 발표 촉각
20140323,KBS,김성주,[앵커&리포트] 박 대통령 출국 50년 전 박정희 전 대통령은?
20140323,파이낸셜뉴스,,"[박 대통령 독일 순방] 朴대통령, 통일 경제.. 반세기 잇는 한반도의 꿈"
20140323,파이낸셜뉴스,,"[박 대통령 네덜란드 독일 순방] 朴대통령, 통일 경제.. 반세기 잇는 한반도의 꿈"
20140323,파이낸셜뉴스,조은효,[박 대통령 독일 순방] 한반도 통일 외교 본격화 ‘기회’ 위안부 등 대일 외교는 ‘시험대’
20140323,파이낸셜뉴스,조은효,[박 대통령 네덜란드 독일 순방] 한반도 통일 외교 본격화 ‘기회’ 위안부 등 대일 외교는 ‘시험대’
20140323,파이낸셜뉴스,조은효,[박 대통령 독일 순방] 한반도 통일 외교 본격화 ‘기회’ 위안부 등 대일 외교는 ‘시험대’
20140323,전자신문,권상희,"박 대통령, 23일 네덜란드 독일 순방 출국"
20140323,디지털타임스,이호승,박 대통령 헤이그서 한중 정상회담
20140323,한겨레,,"“‘숨은 실세’ 정윤회씨, 박 대통령 동생 지만씨 미행”"
20140323,매일경제,,"박 대통령, 잠시 뒤 헤이그 도착 내일 한 중 정상회담"
20140323,매일경제,,시진핑 먼저 만나는 박 대통령 중국 배려?
20140323,충청일보,이득수,"박 대통령, 내일 한 중 정상회담"
20140323,충청일보,안창현,"새누리당, 박 대통령 독일에서 통일대박의 첫발을 내딛기를 기대"
20140323,충청일보,안창현,"민주당, 박 대통령 외교 통한 국격 높이기에 앞서 내치 통한 국격에 신경써야"
20140323,매일경제,,"박 대통령, 오늘 헤이그로 출발 내일 한 중 정상회담"
20140323,매일경제,,"아베 ""박 대통령과 정상회담, 미래지향적 한일관계 첫걸음"""
20140323,매일경제,,"박 대통령, 내일 새벽 시진핑과 한중 정상회담 개최"
20140323,매일경제,,"박 대통령, 獨 순방 경제사절단 105명 역대 최대 규모"
20140323,매일경제,,박 대통령 오늘 순방 출발 코드는 '통일'
20140323,파이낸셜뉴스,,[박 대통령 독일 순방] 드레스덴大 연설서 ‘통일대박론’ 실천적 구상 발표 주목
20140323,파이낸셜뉴스,,[박 대통령 네덜란드 독일 순방] 드레스덴大 연설서 ‘통일대박론’ 실천적 구상 발표 주목
20140323,파이낸셜뉴스,,[박 대통령 독일 순방] 드레스덴大 연설서 ‘통일대박론’ 실천적 구상 발표 주목
20140322,국민일보,속보유저,[독일에서 통일의 길 찾다] 박 대통령 ‘드레스덴 선언’ ‘대박 프로세스’ 구체화
20140322,부산일보,송현수,박근혜 대통령 새로운 '통일구상' 나올까
20140322,KBS,이석호,박 대통령 내일 핵안보회의 출국 총리 호소문
20140322,한국일보,송용창,[박근혜 대통령 25~28일 독일 방문] 아버지가 차관 얻으러 간 나라 50년 뒤 경제협력파트너로 방문
20140322,한국일보,김이삭,[박근혜 대통령 25~28일 독일 방문] 통독 성공의 상징 드레스덴서 연설 통일 대박론 2탄에 관심
20140322,매일경제,,박 대통령 내일 순방 출발 코드는 '통일'
20140322,울산매일,노컷뉴스,"박 대통령, 드디어 아베 만난다"
20140322,중앙일보,유지혜,"아베 만나는 박 대통령, 과거사 대화는 안 한다"
20140322,매일경제,,"박 대통령, 내일 헤이그행 미 중 일 정상 모두 만난다"
20140321,아주경제,주진,"박근혜 대통령, 한ㆍ미ㆍ일 정상회담 전격 수용 왜?"
20140321,아주경제,주진,"박근혜 대통령, 네덜란드ㆍ독일 순방서 '세일즈외교' 주력"
20140321,아주경제,주진,"박근혜 대통령, 핵안보정상회의 개막연설 국제핵안보체제 발전방향 제시"
20140321,아주경제,주진,박근혜 대통령 독일 방문서 대학연설 '통일구상' 주목
20140321,아주경제,이정하,[특징주] 박 대통령 공인인증서 질타 이니텍 상한가
20140321,세계일보,남상훈,"박근혜 대통령, 네덜란드 독일 순방 일정"
20140321,매일경제,,"박근혜 대통령, 시진핑 주석과 핵안보 정상회의서 별도회담"
20140321,경남도민일보,조현열 기자,"함안군수, 박근혜 대통령 향한 쓴소리 ‘논란’"
20140321,매일신문,최병고 기자 cbg@msnet.co.kr,"박 대통령 ""모든 규제 네거티브 전환 임기 내 일몰제 50% 확대"""
20140321,경향신문,,[사설]외교 시험대에 선 박 대통령
20140321,경향신문,안홍욱,[규제개혁장관회의]박 대통령 총력전 왜 규제 완화를 경제활성화 선결과제로 인식
20140321,한국경제,한경닷컴,"[특징주]사물인터넷주, 급등 박 대통령 규제개혁 주문"
20140321,한국경제,,박 대통령 요청 '원자력법' 처리 난항 국회 막판 협상
20140321,한국경제,,"박 대통령 ""규제개혁 토론 약속 사안 조속 해결"" 지시"
20140321,한국경제,,"박 대통령, 독 일대학서 통일 구상 밝힐지 주목"
20140321,국제신문,,"박 대통령-시진핑, 내주 헤이그서 정상회담"
20140321,국제신문,배재한,"5면/박대통령, 한미일 이어 시진평과 정상회담"
20140321,국제신문,손균근,"3면/Box=박 대통령, 규제개혁 칼 뽑았다"
20140321,서울경제,,朴 대통령23일부터 5박7일간 네덜란드 독일 순방
20140321,MBC,,"박 대통령, 모레부터 네덜란드 독일 순방"
20140321,MBC,,"박 대통령 ""규제개혁 토론서 약속한 사안 조속 해결"""
20140321,충청투데이,김홍민 기자,박 대통령 “규제개혁은 경제혁신 특단의 조치”
20140321,강원일보,"민왕기
기자",[민관합동 규제개혁 점검회의]박 대통령 “국민이 모르는 정책이 무슨 소용인가” 질책
20140321,경인일보,정의종,박근혜 대통령-시진핑 주석 핵정상회의서 별도회담
20140321,경인일보,하태황,"박근혜 대통령 ""규제개혁은 한국경제 특단조치"""
20140321,파이낸셜뉴스,정인홍,"박 대통령, 사상 최대 경제사절단 이끌고 독일 국빈 방문"
20140321,머니투데이,강미선 권다희|기자,박근혜대통령 지적한 공인인증 완화되면 한류쇼핑 '붐'?
20140321,한국일보,송용창,"박 대통령, 핵안보정상회의에서 선도 연설로 핵테러 방지 공동책임 강조"
20140321,경기일보,김미경 기자,박 대통령 ‘규제와 전면전’ 인천 ‘규제 완화’ 힘 받는다
20140321,매일경제,,"박 대통령, 헤이그행 미 중 일 정상 모두 만난다"
20140321,SBS,,"김희정 안종범, 박 대통령 헤이그 방문 수행"
20140321,SBS,김수형,"김희정 안종범, 박 대통령 헤이그 방문 수행"
20140321,SBS,이승재,"""잠깐만요!""...박 대통령 질책에 장관들 '진땀'"
20140321,SBS,이승재,"""잠깐만요!""...박 대통령 질책에 장관들 '진땀'"
20140321,SBS,정준형,"박 대통령 ""조속한 약속 실현 위해 최선"""
20140321,SBS,SBS 뉴미디어부,"박 대통령, '별그대' 인용...공인인증서 맹점 부각"
20140321,SBS,정준형,"박 대통령 ""조속한 약속 실현 위해 최선"""
20140321,SBS,주영진,"박 대통령 ""규제는 죄악""...후속대책 마련 분주"
20140321,SBS,정준형,"박 대통령 ""규제개혁 저항은 죄악""...7시간 회의"
20140321,SBS,정준형,"박 대통령 ""규제개혁 저항은 죄악""...7시간 회의"
20140321,SBS,정유미,"""한 미 일 회담, 사실상 박 대통령-아베 총리 첫 양자회담"""
20140321,SBS,정유미,"""한 미 일 회담, 사실상 박 대통령-아베 총리 첫 양자회담"""
20140321,SBS,정준형,"""규제개혁 저항은 죄악""...박 대통령, 공무원 보신주의 질타"
20140321,중앙일보,강태화.변선구,"박 대통령 ""1381 누가 아나요  모르면 없는 정책"""
20140321,매일경제,,"박 대통령, 獨방문 중 대학서 연설 통일구상 나올까?"
20140321,세계일보,박태훈,"통합신당 지지율 28%로 하락세, 박 대통령 지지율 56%"
